Country,Unique.Line.ID,Comment
Germany,J16DE10553-26.1,Exactly as described. Exactly as before.
Japan,J16JP11955-5.1,"Malfunctions are rare. Image quality is good. We use a number of systems, so the fact that the method of operation is the same. 0"
Japan,J16JP12543-5.1,It is easy to move around and easy to use. The monitor is small and images are somewhat lacking in sharpness.
Germany,J16DE10480-6.1,Already familiar with CT user-interface. Excellent images. Your choices on the previous page - MR systems and then ask about low-doses; who thought it was a good idea to ask that???!
USA,J16US15064-8.1,durable reliable good image price
UK,J16UK10574-9.1,"Easy to use , durable . Present across all departments . So leads of learning curve . "
India,INF165.1,We are using Philips Allura machine in Cathlab and it is very good in performance. Our technicians are very happy with the imaging features. Service is prompt and very fast. 
China,CNE0328.2,"GE's sales commissioners will go to the hospital regularly to explain the performance and the features of the instrument, so that the operators can do better in clinical practice. For the examinations of the related difficult and complicated medical records, give professional guidance and explanation.  "
Germany,J16DE12994-6.1,"Robust workhorse, little downtime for maintenance Not very user-friendly interface"
Germany,J16DE11287-16.1,"User-friendly use, simple operation, mobile, dynamic, good image overviews. None."
Germany,J16DE10493-2.2,Reasonable price The service is a bit difficult.
USA,J16US16234-6.2,good quality less reliable response
China,CNE0238.2,"High product awareness, easy to be accepted by patients. I once met a patient who was rich but didn't speak nicely. He was picky about the equipment. But when he heard that the equipment was the product of this brand, he was very satisfied with the brand.  "
Germany,J16DE11813-5.1,"Very robust, easy to handle  Could be smaller (size of the equipment). The image quality could be better, particularly the dose reduction."
India,INF029.1,"MRI machine from GE we have is very sophisticated equipment that delivers quality images. This also ensures better patient flow. But, it needs to improve image capturing time. Imgage reconstruction time also delays.  "
India,INE221.3,Cardiac is one of the most demanding applications in ultrasound and this machine is best for it. 
France,J16FR10178-9.2,Service quality. Image quality. Ergonomic
USA,J16US10561-9.1,"Standardized ""knobology"" and easy user interface Needs bar scanning capacity for patient id"
Japan,J16JP12210-1.2,My impression is that it does not break down often. The usability of the equipment is poor. There are some functions that are not very useful.
USA,J16US12971-4.1,Centralized contracts sales/service/support good reviews from peers techs like easy to use seems to break down too much
Germany,J16DE12470-6.1,"Innovative, good sequences, good service Higher price"
France,J16FR10459-3.2,"Very resistant machine, very good value for money. "
Japan,J16JP10034-1.1,"Because we have built a good relationship with the manufacturer and are used to using the equipment, they provide excellent support for repairs, maintenance and providing the newest technology, etc. 0"
Japan,J16JP10357-3.2,"It is an 80-detector row CT scanner, so scanning is fast. It is far better than a 16-row scanner for cardiac examinations. The displayed image quality during the scan is unacceptably poor. As it is not possible to know if there is a noticeable finding or not during scanning, it is impossible to determine whether or not to perform additional scanning. It also took a long time for images to be reconstructed."
USA,J16US15362-15.2,Great image quality and representatives 
Brazil,BZA00128.1,"This device Philips reduces the training cost of maintenance and personnel, and provides a smooth digital workflow. "
UK,J16UK10022-4.2,"Cheaper but you get what you pay for. We have found them to be poor performers and unreliable (have x2 in our trust). Not easy to use, break down a lot and not leading technology."
India,INF051.1,We have Siemens CT machine  in our department. It has excellent features and easy to operate. The image capturing time is less and hence can handle higher patient volume. We are also happy in co-ordinating with Siemens team. 
Germany,J16DE12722-1.2,"Has nothing to do with us, no Philips installation in use. Has nothing to do with us, no Philips installation in use."
France,J16FR10212-9.1,"Quality of the device, quality of the images and precise, Guarnteed after-sales service Raised price"
USA,J16US10811-8.2,good after sales service and cost efficient none
China,CND0251.2,The video quality is average. It has been doing quite a good job considering the instrument is old. It can satisfy the needs of the basic surgeries. The quality of the instrument is good. We have been using it for so many years with almost no problems.  
China,CNE0144.1,"GE medical group provides innovative medical technologies and services to satisfy needs and enable more people in the world to enjoy better medical services with reduced and affordable cost. GE focuses on the most important problems in the world, the major challenges in the industry with outstanding talents and advanced technologies. "
UK,J16UK12176-6.2,Please see previous comments Please see previous comments
France,J16FR11591-4.1,"Performance, quality High cost"
USA,J16US10759-9.2,simple works well and reliable price
USA,J16US14066-16.1,good product. easy to use. none
USA,J16US10497-27.1,Scanner newer seems to go down and has a high weight capacity. images are excellent. none
USA,J16US11618-4.1,Much faster than previous scanners Na
